,driverId,raceId,temp,Track Length (km),Turns,Direction,Circuit Type,grid,circuit_lap_count,avg_lap_time_last5,avg_position_last5,avg_stop_last5,avg_fastestRank_last5,avg_fastestLap_last5,stop
4462,830,1092,16.8,5.807,18,Clockwise,Race,1.0,28,99913.68576218348,2.2,2.4,3.8,45.8,2
4480,830,1093,24.6,5.513,20,Anti clockwise,Race,2.0,56,109296.82290504062,2.2,2.4,3.4,38.8,2
4499,830,1094,19.5,4.304,17,Clockwise,Race,1.0,71,107773.45959335231,2.2,2.4,3.6,39.8,1
4517,830,1095,22.4,4.309,15,Anti clockwise,Race,3.0,71,108321.48795798456,2.2,1.8,4.2,34.6,3
4537,830,1096,28.2,5.281,16,Anti clockwise,Race,1.0,58,106792.07095027794,3.2,2.0,4.0,39.8,1
4556,830,1098,24.1,5.412,15,Clockwise,Race,1.0,57,99868.82559668354,2.0,1.8,4.2,40.2,2
4575,830,1099,25.4,6.174,27,Anti clockwise,Street,15.0,50,93189.6752207437,2.0,1.8,4.6,47.0,1
4595,830,1100,13.1,5.278,14,Clockwise,Street,1.0,58,90811.78907788655,2.2,1.6,4.4,49.6,3
4613,830,1101,19.2,6.003,20,Anti clockwise,Street,2.0,51,105725.53647953784,2.2,2.0,4.0,52.2,1
4632,830,1102,26.1,5.412,19,Anti clockwise,Street,9.0,57,110859.7857476958,1.4,1.6,3.4,49.6,1
4652,830,1104,20.8,3.337,19,Clockwise,Street,1.0,78,111151.4300308174,1.4,1.6,2.4,50.0,1
4672,830,1105,20.8,4.657,14,Clockwise,Race,1.0,66,108122.0756448525,1.4,1.4,2.6,45.8,2
4692,830,1106,15.4,4.361,13,Clockwise,Street,1.0,70,104594.83722061008,1.2,1.6,2.6,48.0,2
4711,830,1107,17.5,4.318,10,Clockwise,Race,1.0,71,89123.81327972337,1.2,1.4,2.8,51.8,4
4730,830,1108,18.5,5.891,18,Clockwise,Race,1.0,52,81762.82316649499,1.0,2.0,2.6,55.8,1
4750,830,1109,23.3,4.381,14,Clockwise,Race,2.0,70,82993.38551467311,1.0,2.0,2.6,53.0,2
4768,830,1110,14.0,7.004,19,Clockwise,Race,6.0,44,83069.38741943502,1.0,2.2,1.4,59.0,2
4786,830,1111,15.9,4.259,14,Clockwise,Race,1.0,72,89577.6752982229,1.0,2.2,1.6,53.2,6
4805,830,1112,17.5,5.793,11,Clockwise,Race,2.0,51,97480.36236171497,1.0,3.0,1.4,51.2,1
4824,830,1113,29.0,4.94,19,Anti clockwise,Street,11.0,62,100357.31325925708,1.0,2.4,1.6,43.6,1
4842,830,1114,21.6,5.807,18,Clockwise,Race,1.0,53,101382.77926421986,1.8,2.4,2.2,47.4,2
4861,830,1115,33.4,5.419,16,Clockwise,Race,1.0,57,105155.92578713092,1.8,2.4,2.2,44.6,3
4881,830,1116,24.7,5.513,20,Anti clockwise,Race,6.0,56,101107.10138521704,1.8,2.6,2.0,49.4,2
4898,830,1117,18.5,4.304,17,Clockwise,Race,3.0,71,97528.28432172498,1.8,1.8,3.4,45.8,3
4917,830,1118,17.7,4.309,15,Anti clockwise,Race,1.0,71,100896.98694530963,1.8,2.2,3.4,47.2,4
4935,830,1119,17.2,6.201,17,Anti clockwise,Street,2.0,50,99934.35355139777,1.0,2.8,3.0,48.6,2
4954,830,1120,25.4,5.281,16,Anti clockwise,Race,1.0,58,100729.69445705814,1.0,2.8,3.2,49.6,2
4974,830,1121,15.6,5.412,15,Clockwise,Race,1.0,57,100285.52168028863,1.0,2.6,3.2,47.4,2
4994,830,1122,25.1,6.174,27,Anti clockwise,Street,1.0,50,99166.97017652923,1.0,2.6,1.6,47.2,1
5029,830,1124,18.3,5.807,18,Clockwise,Race,1.0,53,97833.54386667008,1.0,2.2,1.8,49.2,3
5048,830,1125,17.3,5.451,16,Clockwise,Race,1.0,56,103990.42954299216,1.0,2.0,1.6,45.6,2
5068,830,1126,26.4,5.412,19,Anti clockwise,Street,1.0,57,104213.53782870645,1.0,2.0,1.6,43.4,1
5088,830,1127,18.2,4.909,19,Anti clockwise,Race,1.0,63,105353.57025459877,1.2,1.8,3.0,44.0,1
5105,830,1128,17.9,3.337,19,Clockwise,Street,6.0,78,102309.32731391372,1.2,1.6,4.6,43.8,2
5124,830,1129,16.6,4.361,13,Clockwise,Street,2.0,70,105011.63787801629,2.2,1.8,4.0,42.25,2
5143,830,1130,21.3,4.657,14,Clockwise,Race,2.0,66,97248.3231071268,2.2,1.6,4.6,47.25,2
5163,830,1131,23.1,4.318,10,Clockwise,Race,1.0,71,91693.35276080645,2.2,1.6,4.6,52.5,3
5183,830,1132,13.0,5.891,18,Clockwise,Race,4.0,52,86882.44389003798,2.8,2.0,3.4,57.5,2
5202,830,1133,24.6,4.381,14,Clockwise,Race,3.0,70,89644.58723558132,3.0,2.2,2.2,60.0,2
5222,830,1134,15.8,7.004,19,Clockwise,Race,11.0,44,84435.86467147876,2.8,2.2,2.8,58.2,2
5241,830,1135,17.2,4.259,14,Clockwise,Race,2.0,72,88145.59402212812,3.4,2.2,2.8,50.6,1
5261,830,1136,12.4,5.793,11,Clockwise,Race,7.0,53,87274.34174940083,3.6,2.0,4.2,45.8,2
5279,830,1137,22.4,6.003,20,Anti clockwise,Street,6.0,51,89987.71331464134,3.8,1.8,4.4,40.8,2
5300,830,1138,30.2,4.94,19,Anti clockwise,Street,2.0,62,93131.8110521979,4.4,1.8,4.4,39.6,1
5318,830,1139,22.5,5.513,20,Anti clockwise,Race,2.0,56,95857.11814897208,3.8,1.6,4.8,41.2,1
5337,830,1140,15.4,4.304,17,Clockwise,Race,2.0,71,94471.35094117987,3.6,1.4,5.8,43.2,1
5354,830,1141,20.0,4.309,15,Anti clockwise,Race,17.0,69,96507.6698378935,4.4,1.4,6.6,47.8,1
5373,830,1142,14.6,6.201,17,Anti clockwise,Street,5.0,50,101526.93803587,3.4,1.2,6.2,52.6,2
5393,830,1143,20.8,5.419,16,Clockwise,Race,2.0,57,99120.25968292881,3.4,1.2,6.8,52.8,3
5410,830,1144,25.3,5.281,16,Anti clockwise,Race,4.0,58,98704.84451597917,3.2,1.6,6.2,52.0,1
5427,830,1145,13.4,5.278,14,Clockwise,Street,3.0,57,96323.7342943043,3.8,1.6,5.6,54.8,5
5443,830,1146,19.7,5.451,16,Clockwise,Race,4.0,56,100596.31759057313,3.0,2.4,3.6,52.8,1
5463,830,1147,12.4,5.807,18,Clockwise,Race,1.0,53,98067.22742494168,3.6,2.4,3.8,50.6,1
5483,830,1148,26.7,5.412,15,Clockwise,Race,7.0,57,96889.41210418695,2.8,2.2,3.2,52.4,2
5503,830,1149,30.4,6.174,27,Anti clockwise,Street,1.0,50,97971.89280594133,3.8,2.0,3.8,47.2,1
5521,830,1150,24.9,5.412,19,Anti clockwise,Street,1.0,57,99370.51059904478,3.0,2.0,3.4,45.8,1
5539,830,1151,17.4,4.909,19,Anti clockwise,Race,2.0,63,96719.08603764127,3.4,1.2,3.8,45.4,2
5559,830,1152,17.8,3.337,19,Clockwise,Street,4.0,78,94616.09159319682,2.8,1.4,3.6,45.8,2
5579,830,1153,23.3,4.657,14,Clockwise,Race,3.0,66,91547.84393959257,3.4,1.6,4.6,44.4,4
5598,830,1154,16.4,4.361,13,Clockwise,Street,2.0,70,88225.76403528635,4.2,2.0,4.2,51.0,5
5635,830,1156,16.4,5.891,18,Clockwise,Race,1.0,52,84498.54860671492,4.2,2.8,4.4,53.6,2
5652,830,1157,15.5,7.004,19,Clockwise,Race,4.0,44,88314.5523853924,4.4,3.0,4.4,55.2,1
5672,830,1158,20.3,4.381,14,Clockwise,Race,8.0,70,94259.15267399268,5.0,2.8,5.6,51.6,2
5691,830,1159,19.1,4.259,14,Clockwise,Race,3.0,72,95288.94307692308,6.0,2.8,4.6,52.6,2
5710,830,1160,13.6,5.793,11,Clockwise,Race,1.0,53,94771.74812742813,4.4,2.4,4.6,54.2,1
5730,830,1161,17.5,6.003,20,Anti clockwise,Street,1.0,51,95640.6538956222,4.2,1.6,4.0,52.2,1
5749,830,1162,29.0,4.94,19,Anti clockwise,Street,2.0,62,94963.04454418931,3.4,1.4,3.2,52.4,1
5769,830,1163,23.5,5.513,20,Anti clockwise,Race,1.0,56,91024.22372307495,3.0,1.4,3.8,50.4,1
5787,830,1164,19.0,4.304,17,Clockwise,Race,5.0,71,94613.72443736065,1.4,1.2,3.8,47.4,1
5807,830,1165,16.4,4.309,15,Anti clockwise,Race,19.0,71,94840.77201169556,1.6,1.0,5.2,43.4,3
5825,830,1166,14.2,6.201,17,Anti clockwise,Street,2.0,50,93804.75091150953,2.0,1.4,5.2,44.2,1
5863,830,1168,24.5,5.281,16,Anti clockwise,Race,1.0,58,89666.43620809066,1.8,1.6,5.2,44.2,1
1819,831,926,14.6,5.278,14,Clockwise,Street,10.0,58,86903.7550815419,2.0,1.75,4.0,47.75,1
1836,831,927,28.6,5.543,15,Clockwise,Race,16.0,56,90272.87856381483,2.5,1.75,5.5,50.5,4
1854,831,928,14.5,5.451,16,Clockwise,Race,9.0,56,98506.62792360997,4.75,2.0,4.0,49.25,2
1873,831,929,25.4,5.412,15,Clockwise,Race,12.0,57,100970.88024503854,6.5,2.25,6.5,46.75,3
1893,831,930,21.2,4.657,14,Clockwise,Race,15.0,66,104259.42465293327,9.25,2.5,8.0,45.0,2
1912,831,931,17.6,3.337,19,Clockwise,Street,14.0,78,102333.7027992697,9.8,2.4,9.0,44.2,2
1932,831,932,13.2,4.361,13,Clockwise,Street,14.0,70,99868.61968697968,10.6,2.6,10.2,50.2,1
1952,831,936,21.9,4.381,14,Clockwise,Race,18.0,69,93917.45578323638,11.4,2.0,12.8,50.6,5
1970,831,937,17.7,7.004,19,Clockwise,Race,14.0,43,91148.98430290511,12.0,2.6,13.4,51.6,2
1988,831,938,17.0,5.793,11,Clockwise,Race,17.0,53,94526.26162848649,11.8,2.4,13.2,48.8,2
2008,831,939,29.3,4.94,19,Anti clockwise,Street,16.0,61,93802.41778233266,12.0,2.4,13.2,50.8,2
2028,831,940,19.8,5.807,18,Clockwise,Race,16.0,53,101096.40298619983,12.2,2.4,13.2,42.8,2
2047,831,942,15.8,5.513,20,Anti clockwise,Race,15.0,56,105487.6859994051,13.0,2.6,13.2,41.2,5
2067,831,944,22.3,4.309,15,Anti clockwise,Race,13.0,71,110714.46819402208,12.6,2.6,12.6,41.8,2
2085,831,945,24.5,5.281,16,Anti clockwise,Race,14.0,55,102690.84301129784,13.0,2.6,14.8,44.2,3
2103,831,948,16.8,5.278,14,Clockwise,Street,17.0,57,106511.1237805286,13.4,2.8,14.2,43.2,2
2122,831,949,20.9,5.412,15,Clockwise,Race,21.0,57,105574.67612244899,14.4,2.8,13.8,45.6,3
2144,831,950,18.0,5.451,16,Clockwise,Race,16.0,56,105186.21642857142,13.2,3.0,11.4,47.6,3
2164,831,952,19.6,4.657,14,Clockwise,Race,20.0,66,103063.37694805194,15.4,2.6,10.4,45.2,2
2185,831,953,17.8,3.337,19,Clockwise,Street,0.0,78,106184.08134365633,15.8,2.6,10.2,44.6,3
2205,831,954,12.9,4.361,13,Clockwise,Street,18.0,70,104787.685510323,16.2,2.6,11.6,44.6,2
2226,831,955,26.8,6.003,20,Anti clockwise,Street,15.0,51,97753.37458595326,16.8,2.6,12.2,48.2,2
2246,831,956,14.8,4.318,10,Clockwise,Race,21.0,71,99840.77044309612,16.4,2.4,13.4,48.0,3
2268,831,958,24.8,4.381,14,Clockwise,Race,16.0,70,93141.65278075845,15.0,2.4,15.2,48.8,2
2290,831,959,20.5,4.574,17,Clockwise,Race,21.0,67,91869.2219669346,15.4,2.4,15.0,54.4,3
2309,831,960,22.3,7.004,19,Clockwise,Race,16.0,44,88137.32306342582,16.2,2.4,15.4,54.2,3
2329,831,961,24.6,5.793,11,Clockwise,Race,18.0,53,101255.83216055305,16.0,2.6,15.6,47.2,3
2349,831,962,28.2,4.94,19,Anti clockwise,Street,16.0,61,129964.93749388638,18.0,2.8,13.4,47.0,3
2369,831,963,29.2,5.543,15,Clockwise,Race,18.0,56,138170.90939864828,18.0,2.8,13.6,45.75,1
2391,831,964,16.8,5.807,18,Clockwise,Race,19.0,53,142119.1325870541,18.0,2.6,14.0,40.0,1
2412,831,965,20.0,5.513,20,Anti clockwise,Race,21.0,56,145423.2273238962,17.6,2.2,14.6,35.75,1
2432,831,967,17.5,4.309,15,Anti clockwise,Race,21.0,71,137833.03967061924,17.2,1.8,13.8,41.75,2
2452,831,968,24.5,5.281,16,Anti clockwise,Race,19.0,55,117529.172534469,14.6,1.6,16.8,47.4,2
1820,832,926,14.6,5.278,14,Clockwise,Street,7.0,58,117802.16150141958,15.0,1.25,16.75,49.0,1
1837,832,927,28.6,5.543,15,Clockwise,Race,15.0,56,115288.4309522205,13.0,1.25,15.25,50.5,2
1855,832,928,14.5,5.451,16,Clockwise,Race,14.0,56,117621.80367949324,10.25,1.5,13.5,52.75,2
1874,832,929,25.4,5.412,15,Clockwise,Race,9.0,57,117694.18549767505,9.75,1.75,11.0,49.25,2
1894,832,930,21.2,4.657,14,Clockwise,Race,5.0,66,105152.40878567893,12.25,1.75,11.5,35.0,2
1913,832,931,17.6,3.337,19,Clockwise,Street,0.0,78,103002.73933623545,11.6,1.8,11.0,40.4,1
1933,832,932,13.2,4.361,13,Clockwise,Street,11.0,70,100295.05755485894,11.8,1.8,11.4,40.2,1
1953,832,936,21.9,4.381,14,Clockwise,Race,12.0,69,94311.53618463496,12.6,1.6,10.8,45.0,4
1971,832,937,17.7,7.004,19,Clockwise,Race,10.0,43,91379.75830584708,13.4,2.0,13.8,44.4,2
1989,832,938,17.0,5.793,11,Clockwise,Race,17.0,53,96133.53847826087,13.0,2.0,12.6,46.8,2
2009,832,939,29.3,4.94,19,Anti clockwise,Street,14.0,61,95311.38001672241,13.4,2.0,11.8,42.0,3
2029,832,940,19.8,5.807,18,Clockwise,Race,10.0,53,102479.78052113602,13.2,2.4,10.4,41.0,2
2048,832,942,15.8,5.513,20,Anti clockwise,Race,20.0,56,106776.21140184952,12.8,2.6,10.6,32.0,3
2086,832,945,24.5,5.281,16,Anti clockwise,Race,10.0,55,111772.64473518284,10.8,2.4,8.0,34.6,2
2104,832,948,16.8,5.278,14,Clockwise,Street,7.0,57,108204.91973518285,9.6,2.4,8.8,37.2,3
2123,832,949,20.9,5.412,15,Clockwise,Race,11.0,57,113203.26588902899,9.2,2.6,9.2,34.2,2
2145,832,950,18.0,5.451,16,Clockwise,Race,8.0,56,109998.37148541115,11.0,2.4,11.6,30.0,3
2165,832,952,19.6,4.657,14,Clockwise,Race,8.0,66,111113.28522167487,10.8,2.6,11.4,33.8,2
2186,832,953,17.8,3.337,19,Clockwise,Street,6.0,78,105933.08067622033,10.6,2.4,12.6,32.0,2
2206,832,954,12.9,4.361,13,Clockwise,Street,20.0,70,102690.52742946708,10.0,2.4,10.6,38.4,2
2227,832,955,26.8,6.003,20,Anti clockwise,Street,18.0,51,95531.46076280043,10.0,2.2,10.6,44.6,2
2247,832,956,14.8,4.318,10,Clockwise,Race,15.0,71,97285.45342130987,10.6,2.2,10.2,46.4,3
2269,832,958,24.8,4.381,14,Clockwise,Race,6.0,70,90737.62213358351,10.4,2.2,10.0,53.0,2
2291,832,959,20.5,4.574,17,Clockwise,Race,15.0,67,89572.0447949801,10.8,2.2,9.8,58.0,3
2330,832,961,24.6,5.793,11,Clockwise,Race,15.0,53,87540.13743567273,12.0,2.4,11.0,54.8,2
2350,832,962,28.2,4.94,19,Anti clockwise,Street,6.0,61,89647.67717926248,13.2,2.4,11.8,52.2,4
2370,832,963,29.2,5.543,15,Clockwise,Race,16.0,56,90357.99072764957,11.8,2.8,10.0,57.2,2
2392,832,964,16.8,5.807,18,Clockwise,Race,14.0,53,96597.37915823307,12.4,2.6,9.8,52.4,2
2413,832,965,20.0,5.513,20,Anti clockwise,Race,10.0,56,99243.18796536796,14.2,2.6,10.2,47.2,2
2433,832,967,17.5,4.309,15,Anti clockwise,Race,15.0,71,104038.01285714286,12.6,2.4,9.6,43.0,2
2453,832,968,24.5,5.281,16,Anti clockwise,Race,21.0,55,116709.99048444512,10.8,2.4,10.0,42.4,2
2468,832,969,22.6,5.278,14,Clockwise,Street,8.0,57,115460.63633810365,11.6,2.0,12.2,37.2,1
2487,832,970,12.6,5.451,16,Clockwise,Race,11.0,56,112379.27562381796,11.0,1.8,11.8,39.0,4
2505,832,971,27.4,5.412,15,Clockwise,Race,16.0,57,113403.28084359816,9.0,2.2,11.4,36.8,1
2522,832,973,20.1,4.657,14,Clockwise,Race,12.0,66,111823.91655788389,11.0,2.0,13.4,31.8,2
2541,832,974,21.5,3.337,19,Clockwise,Street,6.0,78,99074.17662288931,11.2,2.0,12.6,36.4,1
2576,832,976,25.1,6.003,20,Anti clockwise,Street,15.0,51,93159.56974358975,8.8,1.8,11.8,38.2,3
2594,832,979,23.5,4.381,14,Clockwise,Race,9.0,70,104409.28718056453,8.8,2.2,12.2,36.8,1
2613,832,980,18.0,7.004,19,Clockwise,Race,13.0,44,100614.91373335957,8.8,1.6,12.4,44.2,2
2632,832,981,17.8,5.793,11,Clockwise,Race,15.0,53,104088.94555154137,7.6,1.8,11.4,50.4,1
2648,832,982,29.3,4.94,19,Anti clockwise,Street,10.0,58,103721.72709000293,9.0,1.6,13.0,47.4,4
2702,832,985,22.2,5.513,20,Anti clockwise,Race,7.0,56,113185.32673633359,8.6,2.2,11.0,50.0,1
2720,832,986,17.9,4.304,17,Clockwise,Race,8.0,71,104275.11644221595,8.4,1.8,11.4,49.4,2
2738,832,987,20.6,4.309,15,Anti clockwise,Race,8.0,71,103814.92469571633,10.2,2.0,12.2,42.8,4
2756,832,988,24.2,5.281,16,Anti clockwise,Race,12.0,55,96275.96716324879,10.4,2.4,12.2,48.4,1
2774,832,989,15.8,5.278,14,Clockwise,Street,9.0,58,99752.13937168551,11.4,2.4,11.6,44.4,1
2791,832,990,26.4,5.412,15,Clockwise,Race,10.0,57,92830.2048889269,12.6,1.8,13.2,44.2,2
2811,832,991,15.4,5.451,16,Clockwise,Race,9.0,56,92210.09774606975,13.4,2.0,14.4,42.6,2
2830,832,992,15.3,6.003,20,Anti clockwise,Street,9.0,51,95904.27722548864,12.0,2.0,13.6,46.6,2
2845,832,993,15.8,4.657,14,Clockwise,Race,9.0,66,104598.65784173514,10.8,1.6,12.8,43.2,1
2864,832,994,22.7,3.337,19,Clockwise,Street,8.0,78,101361.80871022149,8.4,1.6,11.8,50.2,1
2884,832,995,12.8,4.361,13,Clockwise,Street,9.0,68,98685.37944408532,8.4,1.6,13.0,43.8,1
2900,832,997,17.0,4.318,10,Clockwise,Race,9.0,71,94794.54815410665,7.8,1.4,12.0,49.0,2
2918,832,999,20.2,4.574,17,Clockwise,Race,8.0,67,88415.01172553522,8.4,1.4,11.8,45.6,3
2937,832,1000,26.6,4.381,14,Clockwise,Race,5.0,70,80641.97174894757,9.8,1.6,11.4,48.2,1
2953,832,1001,11.5,7.004,19,Clockwise,Race,14.0,44,79916.13897302785,10.2,1.6,12.2,47.6,2
2971,832,1002,11.1,5.793,11,Clockwise,Race,7.0,53,87310.50689193064,10.4,1.8,10.6,50.2,1
2990,832,1003,28.8,4.94,19,Anti clockwise,Street,12.0,61,89086.83541910608,10.4,1.8,9.0,46.6,1
3009,832,1005,20.3,5.807,18,Clockwise,Race,13.0,53,97161.8387524394,9.6,1.6,9.4,49.2,1
3027,832,1006,17.7,5.513,20,Anti clockwise,Race,11.0,56,100673.74690398936,9.2,1.2,10.2,46.6,1
3046,832,1007,15.8,4.304,17,Clockwise,Race,8.0,71,104148.46786672229,8.8,1.2,9.8,44.0,1
3065,832,1008,22.3,4.309,15,Anti clockwise,Race,15.0,71,97881.72650459604,10.4,1.0,10.2,38.8,2
3082,832,1009,27.1,5.281,16,Anti clockwise,Race,11.0,55,95286.15426739927,11.2,1.2,11.0,40.2,1
3121,832,1011,25.2,5.412,15,Clockwise,Race,7.0,57,94986.54547952049,10.8,1.2,9.4,41.0,3
3141,832,1012,14.8,5.451,16,Clockwise,Race,14.0,56,94870.12806297475,12.6,1.6,9.2,39.4,2
3161,832,1013,15.0,6.003,20,Anti clockwise,Street,9.0,51,94609.05721881891,14.0,1.8,9.2,39.2,1
3180,832,1014,17.2,4.657,14,Clockwise,Race,12.0,66,99419.74559416906,11.6,1.8,8.8,46.6,2
3200,832,1015,17.6,3.337,19,Clockwise,Street,9.0,78,101830.89364611711,10.8,1.8,9.0,48.4,1
3220,832,1016,20.4,4.361,13,Clockwise,Street,11.0,70,95876.36986989333,10.8,1.8,9.2,44.0,1
3239,832,1018,23.3,4.318,10,Clockwise,Race,19.0,71,91420.58594864642,9.2,1.4,10.2,43.0,1
3259,832,1019,15.2,5.891,18,Clockwise,Race,13.0,52,85247.82179280226,8.0,1.2,9.2,44.8,1
3277,832,1020,20.7,4.574,17,Clockwise,Race,7.0,64,82230.83121964992,7.8,1.2,9.4,46.2,3
3297,832,1021,19.8,4.381,14,Clockwise,Race,8.0,70,84334.921560559,7.2,1.4,9.2,47.0,1
3316,832,1022,14.6,7.004,19,Clockwise,Race,15.0,44,84890.73571886447,7.0,1.4,10.2,53.8,1
3336,832,1023,6.9,5.793,11,Clockwise,Race,7.0,53,108222.01397973404,8.6,1.4,7.2,58.0,1
3356,832,1024,29.5,4.94,19,Anti clockwise,Street,7.0,61,111406.5972601573,11.0,1.4,9.8,47.25,2
3375,832,1025,17.4,5.848,18,Clockwise,Road,5.0,53,115916.92393102744,12.2,1.6,10.6,45.0,1
3394,832,1026,17.5,5.807,18,Clockwise,Race,7.0,52,117666.1521149897,12.4,1.2,10.0,42.5,1
3414,832,1027,17.4,4.304,17,Clockwise,Race,7.0,71,120192.11487976115,12.4,1.2,10.4,37.5,2
3432,832,1028,13.9,5.513,20,Anti clockwise,Race,7.0,56,97953.517736904,11.2,1.4,12.4,43.2,1
3452,832,1029,18.8,4.309,15,Anti clockwise,Race,20.0,71,101178.43315777942,8.8,1.4,11.6,50.0,1
3472,832,1030,24.1,5.281,16,Anti clockwise,Race,8.0,55,93521.70274909784,7.0,1.2,11.8,54.4,2
3488,832,1032,15.2,4.318,10,Clockwise,Race,3.0,71,93170.11183365408,7.8,1.4,12.0,52.4,2
3507,832,1033,17.5,4.381,14,Clockwise,Race,9.0,70,88288.5641413464,8.6,1.6,9.8,56.8,2
3524,832,1034,16.9,5.891,18,Clockwise,Race,7.0,52,88386.3207044934,7.8,1.6,10.8,57.2,2
3544,832,1035,19.1,5.891,18,Clockwise,Race,12.0,52,88379.84958561228,8.8,1.8,9.8,57.8,2
3564,832,1036,26.2,4.657,14,Clockwise,Race,7.0,66,91272.29947726992,10.8,2.0,8.4,55.0,2
3600,832,1038,13.7,5.793,11,Clockwise,Race,3.0,53,87265.58095875141,10.0,2.0,8.0,58.2,2
3639,832,1041,7.4,5.148,15,Clockwise,Race,10.0,60,97260.05492101554,8.6,2.0,8.2,52.6,2
3657,832,1042,17.9,4.653,15,Clockwise,Race,7.0,66,99702.98216739236,7.8,2.0,6.4,49.6,1
3677,832,1044,11.7,5.338,14,Anti clockwise,Race,15.0,58,95847.48601354621,6.4,1.8,5.6,53.2,2
3696,832,1045,23.2,5.412,15,Clockwise,Race,15.0,57,98458.8585599653,4.8,1.8,4.6,54.6,3
3713,832,1046,21.9,5.412,15,Clockwise,Race,8.0,87,106700.96733189511,4.6,2.0,4.6,52.0,2
3732,832,1047,22.3,5.281,16,Anti clockwise,Race,6.0,55,95065.52187537811,5.0,2.0,6.0,60.0,1
3751,832,1051,25.6,5.419,16,Clockwise,Race,5.0,57,97115.42429962053,5.2,1.8,7.0,59.0,1
3771,832,1052,21.4,5.412,15,Clockwise,Race,8.0,56,98524.54008909421,5.4,1.8,7.6,55.2,2
3790,832,1053,9.2,4.909,19,Anti clockwise,Race,11.0,63,97203.84858663115,6.0,1.8,8.2,53.6,2
3808,832,1054,16.3,4.653,15,Clockwise,Race,5.0,66,95376.89854486004,6.0,1.6,8.6,56.4,3
3828,832,1055,17.1,4.657,14,Clockwise,Race,6.0,66,100186.89185729474,7.4,1.8,9.6,52.4,2
3846,832,1056,18.0,3.337,19,Clockwise,Street,4.0,78,96057.13913002203,7.6,2.0,9.2,53.4,1
3865,832,1057,21.5,6.003,20,Anti clockwise,Street,5.0,51,93231.2335969586,6.6,2.0,8.4,51.2,3
3883,832,1058,20.2,4.318,10,Clockwise,Race,12.0,71,104730.5205017205,6.6,2.2,9.6,50.0,1
3902,832,1059,23.3,5.842,15,Clockwise,Race,5.0,53,95443.17034299034,6.8,2.0,9.0,50.8,1
3922,832,1060,18.2,4.318,10,Clockwise,Race,10.0,71,98188.00361914815,6.8,1.6,9.8,42.6,1
3940,832,1061,23.5,5.891,18,Clockwise,Race,10.0,52,95372.14753720192,6.4,1.4,8.4,46.0,2
3958,832,1062,22.6,4.381,14,Clockwise,Race,15.0,70,107613.99112694552,7.2,1.6,8.8,49.2,3
3976,832,1064,16.4,4.259,14,Clockwise,Race,6.0,72,97570.33493646933,6.2,1.6,7.4,51.6,1
3996,832,1065,14.9,5.793,11,Clockwise,Race,6.0,53,98784.19678757597,6.4,1.6,9.2,47.8,1
4014,832,1066,14.8,5.848,18,Clockwise,Road,2.0,53,97198.50999512314,5.4,1.6,7.2,54.6,2
4034,832,1067,17.5,5.338,14,Anti clockwise,Race,19.0,58,103623.56367569715,5.0,1.8,9.2,48.6,1
4053,832,1069,24.3,5.513,20,Anti clockwise,Race,5.0,56,95155.52017437087,5.4,1.6,8.2,48.2,2
4073,832,1070,15.3,4.304,17,Clockwise,Race,6.0,71,94303.81803151374,6.2,1.4,8.8,45.4,1
4091,832,1071,17.9,4.309,15,Anti clockwise,Race,3.0,71,95862.16475183566,6.0,1.4,7.2,49.0,4
4111,832,1072,26.4,6.174,27,Anti clockwise,Street,15.0,50,93037.2730696672,6.0,2.0,6.8,51.0,2
4130,832,1073,23.7,5.281,16,Anti clockwise,Race,5.0,58,102756.33510740304,7.0,2.0,5.8,50.4,1
4148,832,1074,21.6,5.412,15,Clockwise,Race,3.0,57,102435.26269360994,6.0,2.0,7.2,50.8,3
4168,832,1075,26.8,6.174,27,Anti clockwise,Street,3.0,50,102422.02102694327,5.0,2.2,6.0,53.2,1
4221,832,1078,27.7,5.412,19,Anti clockwise,Street,2.0,57,105772.96388408614,4.4,2.2,5.6,50.2,1
4240,832,1079,22.4,4.657,14,Clockwise,Race,3.0,66,109916.79042226255,3.8,1.6,5.0,48.8,3
4259,832,1080,21.9,3.337,19,Clockwise,Street,2.0,64,97265.29745256559,3.0,1.8,5.0,51.2,2
4297,832,1082,16.0,4.361,13,Clockwise,Street,3.0,70,100415.14389653111,2.8,2.0,4.6,50.4,2
4316,832,1083,15.0,5.891,18,Clockwise,Race,1.0,52,96378.75342034062,2.8,1.8,4.2,52.6,3
4333,832,1084,16.2,4.318,10,Clockwise,Race,3.0,71,107918.08188187909,2.4,2.2,4.0,51.8,2
4353,832,1085,26.0,5.842,15,Clockwise,Race,19.0,53,102246.71158112721,5.4,2.4,4.2,51.6,2
4372,832,1086,19.1,4.381,14,Clockwise,Race,2.0,70,104905.5877961072,5.6,2.2,3.0,52.0,2
4390,832,1087,15.2,7.004,19,Clockwise,Race,1.0,44,100173.09199253577,6.0,2.2,2.4,52.8,2
4410,832,1088,20.3,4.259,14,Clockwise,Race,3.0,72,107195.40368084745,6.2,2.2,3.6,46.6,3
4428,832,1089,13.6,5.793,11,Clockwise,Race,18.0,53,91549.540219309,7.6,2.2,4.6,50.4,2
4447,832,1091,26.9,4.94,19,Anti clockwise,Street,4.0,59,95553.56811688312,4.8,2.2,4.6,47.6,1
